TEFF,LOGG,O_FE,MG_FE,FE_H
4950.596,2.3821995,0.413413,0.36499298,-0.6315
4263.04,2.0307908,0.0720834,0.055498,0.029277
6247.2056,4.3737216,0.0404109,-0.0590645,0.069239
4129.835,1.7867775,0.0625056,0.040202007,0.1379
4465.766,2.1600306,0.317043,0.313133,-0.42092
4895.8115,3.153604,0.158099,0.13626102,-0.22977
5665.831,4.357679,0.0676379,0.0556705,-0.061552
4851.8477,2.8510442,0.0642416,0.101732,-0.20478
4954.253,2.460104,0.11972001,0.093649,-0.41443
4971.8887,2.4127967,0.15130499,0.04227501,-0.41905
4642.1904,2.6363125,0.204753,0.236183,-0.13449
3494.6487,0.36804616,0.118526995,0.153024,-0.11328
3861.0474,0.9737392,0.10635999,0.0758536,-0.2555
4537.961,1.9126041,0.096791,0.09063402,-0.45964
4758.049,2.7067616,0.20274302,0.15009703,-0.39373
4933.839,2.4946184,0.279183,0.341963,-0.48075
4488.7974,2.2381434,0.32249302,0.33875299,-0.46853
4661.495,2.523004,0.284633,0.305413,-0.40898
6629.854,3.9793246,0.101912886,-0.012345508,-0.11509
4943.2295,2.6561718,-0.011629008,0.010065004,-0.12258
5559.6187,3.924819,0.011064708,-0.0076785088,0.30799
5689.92,4.36914,0.1718869,0.0321135,0.021682
4820.8325,2.3966424,0.132343,0.09515999,-0.27966
4068.817,1.2045224,0.109393984,0.10987899,-0.39449
4223.1377,1.5129011,0.304253,0.305803,-0.33433
5445.755,3.7831285,0.20174298,0.051279187,-0.31697
4807.576,3.3331113,0.040586025,0.079592615,0.26235
3454.9526,4.710383,,,
4142.5728,1.7579422,0.082239985,0.0705519,0.23714
3798.2363,0.50665116,-0.00097101927,-0.08584702,-0.66348
4030.497,1.114305,0.1239,0.10121301,-0.47996
4720.346,4.5048785,0.039994895,-0.0466215,-0.11618
4329.2266,4.576956,-0.04299608,-0.16102147,-0.31128
5939.114,4.024424,0.13801289,0.1216805,-0.64436
6419.7344,3.8027236,0.04636492,0.047020525,-0.25205
3987.1284,1.5729902,0.06462978,0.075883,0.16908
5997.402,4.286188,0.0938659,0.012642503,-0.12812
4439.672,2.3676732,0.046591014,0.046721995,0.39192
6338.537,4.206672,0.04274691,-0.07925749,0.087123
4863.165,2.6190143,0.136873,0.12156901,-0.36527
5979.838,3.97277,0.043364912,0.0360685,-0.29508
4606.0244,2.6173713,0.036578998,0.041891992,0.11102
4734.4775,3.17616,0.03670299,0.086381406,0.24934
3937.3364,4.565267,-0.11666711,-0.0751815,-0.18641
5335.4307,4.5058784,0.071603894,0.004247509,0.090931
5123.383,3.2611508,0.06543811,0.06659101,-0.037856
4722.934,2.5069265,0.045774996,0.019168004,-0.193
4908.6216,2.6674178,-0.0297217,-0.0259097,-0.01287
6381.0464,4.05908,0.15171292,-0.0072604716,-0.30612
3579.7288,0.6436326,0.35775298,0.29776296,-0.5045
5918.788,4.2244787,0.1010989,-0.0025354922,-0.12554
4935.2656,3.3246973,0.028432995,0.080572,0.039792
4780.6436,2.9556513,0.025101002,0.06564501,0.061474
4571.555,1.8315072,0.386973,0.351933,-0.87375
6065.5815,3.860389,0.1657029,-0.0289815,-0.10903
4330.2554,1.8686354,0.27045298,0.27513298,-0.39586
3518.5706,0.61265075,0.35104302,0.301903,-0.38975
4753.4834,2.922646,0.38910303,0.344993,-0.40698
5632.664,4.5017877,0.0807149,-0.07293049,0.058819
5650.516,4.1409545,0.21282293,0.30718854,-0.29684
4463.822,2.3700562,0.047655016,0.04261902,0.35158
4281.672,1.8140938,0.052865997,0.034061,-0.066521
5869.5186,4.222806,0.08263391,-0.014392465,0.32213
4169.382,1.5219493,0.33755302,0.367053,-0.46606
4502.672,1.9603868,0.17008302,0.15099502,-0.55131
5676.57,4.0739613,0.50253296,0.31870854,-0.52903
6141.6787,3.9276934,0.030838907,-0.0928015,0.18256
5468.2695,3.6094124,0.022713903,0.031265505,-0.07199
3323.9128,0.17462116,-0.20085704,-0.23747706,-1.0453
4367.6143,1.7521265,0.326893,0.34577298,-0.42596
4737.9688,2.4841511,0.117515,0.10488801,-0.24787
4534.666,2.0944417,0.14430201,0.108215004,-0.39555
5567.241,4.3753815,0.0382839,0.0806055,0.072452
4617.958,2.504973,0.068721816,0.04371001,-0.24725
5566.602,4.434851,0.25258294,0.27099854,-0.28896
4845.472,2.4589212,0.08855298,0.061551094,-0.21359
5172.1685,3.5541506,0.03216,0.0554121,-0.12296
3463.2622,4.6643686,,,
3486.142,0.66363,0.045352995,-0.0029189996,0.050686
4837.339,1.8330972,0.39619303,0.32280302,-1.7644
4781.3223,2.2147462,0.035292,0.034217983,-0.29922
4862.9463,3.1482077,0.052937794,0.056706,0.058005
3969.553,0.9381502,0.13888502,0.144943,-0.66952
4037.1904,1.6282313,0.064618,0.042356007,0.11899
4266.127,1.4801686,0.117291,0.105491996,-0.47021
4047.755,0.96988255,-0.009506047,-0.12437707,-0.9564
3580.2407,0.72827125,0.059305996,0.003511995,-0.29393
4069.1514,1.2726133,0.25149298,0.286463,-0.30089
3753.037,1.2321248,0.07965003,-0.008671001,0.16475
4902.9546,3.29395,0.0566281,0.091258004,-0.073303
4645.692,2.9708538,0.057038993,0.095845014,0.31037
4927.2725,2.8267622,0.106022,0.041491,-0.2123
4875.1113,2.8512468,0.09290202,0.10417703,-0.28227
4725.952,2.5248108,0.13417,0.14500201,-0.12525
5143.536,4.5535946,-0.017264098,0.072058514,-0.17283
4599.193,1.7974937,0.032822996,0.019708991,-0.3473
4485.7686,2.3489757,0.25635302,0.278293,-0.2364
4672.242,2.1715329,0.11440399,0.08396098,-0.36523
6064.672,4.3299265,0.094185896,-0.055567496,0.01584
4601.405,2.5732713,0.0789702,0.0813404,0.0059178006
5930.7056,4.2570987,-0.019202098,-0.0038544908,0.11272
3858.919,1.4667313,0.06950429,0.021064997,0.30268
5071.116,3.408272,0.07507999,0.11231899,-0.24256
4792.908,2.4666393,0.058653403,0.024540007,-0.09198
4704.304,2.589129,0.384563,0.36242297,-0.6203
4770.2456,2.417564,0.12668303,0.106469005,-0.42997
4908.8555,2.363853,0.15157598,0.12088001,-0.41625
4741.323,2.4734175,0.36483297,0.29829296,-0.68702
6128.302,4.382433,0.0835179,-0.0627115,0.074769
5906.55,4.400993,0.07661989,-0.0189505,-0.087555
5318.1206,4.527851,0.055058897,0.0625568,-0.1453
5398.716,3.786716,0.6971531,0.39482307,-2.0339
4381.944,1.9005153,0.126625,0.112038,-0.11794
4239.2295,1.5535629,0.32965302,0.372523,-0.75737
4085.7527,1.5702665,0.084179,0.0675897,0.062317
4738.009,2.4526062,0.09210599,0.093454994,-0.07544
4188.649,1.6685433,0.147241,0.16430199,-0.22395
5027.7056,4.572738,0.025017899,-0.0175795,-0.035646
4801.0303,2.3230574,-0.064852,-0.035011996,-0.026783
4141.3833,1.4151344,0.05446598,0.015371993,-0.19375
3899.437,0.88803786,0.247073,0.264273,-0.65098
4898.8706,3.3473985,0.02521,0.023047,0.045893
5928.0195,4.235631,0.2383829,0.19869852,-0.61912
4960.6357,4.570304,-0.042274103,-0.011527497,-0.044832
4911.6904,2.4568937,0.125001,0.13134,-0.33821
5035.608,4.5069113,-0.02884709,0.020054497,0.12494
5717.606,4.261228,0.1400839,0.046937503,-0.045029
4663.661,2.5418987,0.167593,0.15515201,-0.22642
4726.1807,2.737547,0.0694922,0.08454,-0.076799
4031.3538,1.4166973,0.1830634,0.1958234,-0.022453
4402.4395,2.2552328,0.040085986,0.05527799,0.22036
3871.9077,0.7702863,0.07437149,0.04802701,-0.47039
4674.4917,2.319008,0.13830799,0.094145,-0.31083
3614.8804,0.44986683,0.172043,0.21368301,-0.24509
4861.729,2.4814358,0.0672889,0.045427993,-0.19118
3782.6104,0.7464358,0.14695302,0.12538603,-0.47203
3859.4336,0.92064565,0.138255,0.135221,-0.45567
4230.487,1.7452357,0.27216297,0.29389298,-0.31712
4797.9834,2.3787954,0.058189012,0.047235012,-0.17301
3871.2634,1.2281303,0.06839681,0.033097997,0.057484
4866.331,2.464735,0.150242,0.05523201,-0.17158
3957.1338,1.198875,0.123367004,0.12448101,-0.22584
4803.2485,2.4252355,0.08946499,0.12706399,-0.20355
3546.9973,0.46831802,0.093676,0.103356004,-0.4932
4715.2705,2.4486413,0.014766,0.034187004,0.049322
4666.416,2.4266655,0.053799704,0.042958006,0.069799
4920.8833,2.9923096,0.358283,0.259653,-0.59892
4970.3525,2.6166708,0.417353,0.339463,-0.67943
4710.8774,2.4374483,0.028698899,0.0326759,-0.013216
4165.3423,1.4856384,0.336513,0.351383,-0.61491
4261.4277,1.808708,0.124111,0.12199,-0.14991
4862.507,2.9032822,0.004417002,0.048334002,0.17888
6447.7856,4.189836,0.1766629,0.042421505,-0.23959
4948.6646,2.496619,0.386533,0.289963,-0.46812
4477.618,1.822638,0.032858998,0.055701002,-0.1759
4148.7734,1.2786827,0.042414993,0.034592003,-0.2419
3886.4858,0.9698215,0.12038699,0.124050975,-0.38996
4052.9824,1.5257027,0.281613,0.283163,-0.17758
4594.593,2.4209583,0.024503008,0.03332801,0.24262
4454.995,2.0941315,0.09468798,0.096425,-0.17602
4877.3755,3.0753095,0.007904997,0.048338003,0.011945
4887.767,3.1282887,0.065277696,0.081947,-0.24448
4905.969,3.5787466,0.33035302,0.386873,-0.36052
4696.298,2.479592,0.015315998,0.009805001,0.040681
3916.987,0.8422162,0.12193698,0.13707495,-0.86103
4639.472,2.4200249,0.1301832,0.123279214,-0.008977901
4327.7324,1.6353893,0.13564199,0.130552,-0.45586
5161.6367,2.9486861,-0.031856984,-0.030887008,-0.25823
4447.713,1.7001622,0.114781976,0.09466201,-0.36714
4033.4373,0.9388739,0.139453,0.11560696,-0.94738
3466.6648,0.3572507,-0.096159935,-0.07402372,-2.2104
4401.102,2.0052493,0.071211,0.038958013,-0.12891
4333.0415,1.4148705,0.32650304,0.34782302,-1.1627
4913.094,3.4315515,0.044552997,0.054887906,0.17082
4962.4727,3.2693894,0.258833,0.321223,-0.39665
3825.401,0.7960425,0.11306298,0.10211399,-0.44897
5675.2925,4.17533,0.10839289,0.038165502,0.10461
3778.58,1.0264447,0.313343,0.281183,-0.22697
4532.509,1.9047918,0.17873302,0.14659801,-0.55352
4568.688,0.95446014,-0.090356946,-0.12079692,-1.2682
5841.597,4.39485,0.054967903,0.0829365,-0.17335
4232.088,1.5427208,0.08081299,0.076631084,-0.3028
4963.5303,3.034172,0.08163899,0.07307899,-0.20717
5009.4727,3.6583936,0.075619996,0.115196995,-0.02478
4974.45,3.5017786,0.340123,0.376593,-0.45485
4746.078,2.3768108,0.09279001,0.003460005,-0.18646
5654.963,4.5048203,0.14147788,-0.0336705,-0.061881
5541.493,4.4870963,0.09645891,0.09781952,-0.27105
4863.3022,2.4870543,0.11399101,0.084601015,-0.25277
3827.8984,0.98536855,0.332803,0.328643,-0.46087
3588.4692,0.8503427,0.06482759,0.014356002,0.16823
4253.4697,1.5330081,0.150774,0.141345,-0.34337
4816.658,2.5849264,-0.017859,-0.0035020001,0.023427
4999.4097,2.5457995,0.067525595,0.09322399,-0.32404
4964.035,2.6949384,0.100797,0.11506802,-0.49493
3802.853,0.8708472,0.32535303,0.31071302,-0.62348
4854.9043,2.5482118,0.015101999,0.0049660057,-0.058938
4059.918,0.801882,0.18124294,0.18625295,-1.1516
3839.955,0.9623836,0.34092298,0.33497298,-0.67429
4675.2515,2.4572372,0.014786005,0.020023003,0.16733
5887.891,4.085753,-0.16488609,-0.07657049,0.10432
4735.757,1.8265891,0.31455302,0.22802305,-1.5108
4938.5796,3.4670923,0.036075003,0.047882996,0.097758
5937.7646,4.0156336,0.034803897,0.0005585104,-0.17458
6174.9214,4.0947027,0.09377389,-0.030176505,-0.15359
4156.8813,1.2313285,0.12998196,0.09972298,-0.60954
6296.056,3.9307508,0.18008289,-0.009474516,-0.25893
5215.3438,4.280364,0.0821229,-0.0899515,-0.12864
4724.833,2.4716983,0.068594694,0.0802152,-0.050025
4242.5923,2.0897634,0.063505724,0.053662017,0.24593
4805.3125,2.4287384,0.091554,0.06746941,-0.13314
4584.085,2.5135121,0.277963,0.331253,-0.28648
6159.6157,4.0232825,0.1253129,0.060519397,-0.45239
5790.8765,4.4053946,0.0673659,0.0018955097,0.031797
4469.387,2.2739441,0.109061,0.095164,-0.11466
4203.3564,1.8164814,0.092841,0.082448006,-0.02003
4344.657,1.635155,0.13230696,0.13169697,-0.50766
4767.96,2.4228117,0.087777,0.0757604,-0.13749
4327.1177,1.7743804,0.11312398,0.103516996,-0.30934
6392.5303,3.737313,0.1111429,0.021890506,-0.24575
4885.315,3.364311,0.052201897,0.089947,0.09453
5948.244,4.3783393,0.179021,-0.063023396,0.0017451998
3999.4033,1.2219219,0.304033,0.32067302,-0.47894
4678.831,2.4604125,0.048474997,0.049931005,0.13533
3984.4019,4.665533,-0.026358098,-0.0242275,-0.29947
4134.2764,1.3586533,0.10829899,0.103948995,-0.32228
4006.4207,1.0704789,0.30239302,0.31172302,-0.65864
5001.3135,3.2894435,0.133892,0.09959201,-0.12041
4166.8447,1.4220078,0.13551098,0.14160198,-0.40387
5598.1387,4.006765,-0.033090085,0.021903515,0.16498
5745.676,3.9991045,0.026483893,-0.0062004924,0.37154
4867.3203,3.6266353,0.207623,0.30415303,-0.1347
4532.4727,2.125476,0.235093,0.243233,-0.42595
3957.4854,1.0816457,0.10208899,0.09346199,-0.36499
4417.826,1.9431424,0.0405586,0.030630602,-0.0038691
5651.7715,4.3532114,0.0697989,0.008868501,0.16552
4875.7334,2.2368143,0.412683,0.20658302,-1.2244
4900.6294,3.494854,0.038882002,0.06876969,0.18151
3949.2947,1.0766065,0.14572799,0.15588197,-0.4349
4026.3413,0.8695018,0.045589983,0.00069499016,-0.53799
4933.7954,2.295076,0.242403,0.144746,-0.56111
5821.18,4.3514023,0.1736829,0.2647985,-0.3558
4926.889,2.4964314,0.032069996,0.09748,-0.25041
3915.1184,1.5200942,0.06443021,0.014672011,0.23938
4838.708,2.97754,0.350243,0.358993,-0.45649
4988.026,2.471417,0.09183797,0.10687399,-0.42629
3959.15,1.2802286,0.10056,0.0786826,-0.16028
4941.632,2.737571,-0.021219,0.026960004,0.049326
4539.2607,4.6064286,-0.0016722009,-0.0174305,-0.07616
4932.866,2.5663912,-0.055657014,0.03987,-0.13559
4507.404,4.617894,0.1153629,0.15361151,-0.22554
3777.7693,0.5693984,-0.041370988,-0.035879016,-0.5636
4155.811,4.662387,0.075642884,0.081120506,-0.32589
4920.911,2.440855,0.450663,0.319823,-0.56088
4533.494,2.577332,0.053935796,0.056252807,0.24067
6021.2266,3.8456426,0.1836129,-0.034421496,-0.068842
4932.294,2.5052044,0.12380901,0.057951808,-0.23598
4699.249,2.2602665,-0.016678013,0.0098319985,-0.068055
5064.3047,2.7873437,-0.036696002,0.002210997,-0.086405
3824.184,0.9969682,0.334143,0.302493,-0.45339
5980.258,4.368119,0.082121894,-0.043644495,-0.081204
4856.06,2.7481873,0.14645499,0.12785499,-0.33826
6079.5376,3.9842646,0.01267311,-0.06825149,0.18141
6049.6553,4.2455235,0.1132479,-0.0065684915,-0.15572
4861.8984,2.6025429,0.15426499,0.13532099,-0.4971
6128.135,4.0827456,0.17354289,-0.0381615,-0.18845
5065.2427,2.4372916,0.52896297,0.352163,-0.72105
4403.5693,2.181489,0.148471,0.16632201,-0.07188
4137.8374,1.5712194,0.264963,0.254123,-0.2773
4581.4995,2.3862684,0.025767997,0.019585997,0.20811
3340.12,0.16125214,0.0671709,0.063323006,-0.28258
5038.18,3.423068,0.09938,0.0696804,-0.16587
4588.0474,2.2827723,-0.0056150034,-0.010065004,0.12068
4795.157,2.4708943,0.375543,0.267573,-0.74521
4869.474,2.3746326,0.260943,0.29240298,-0.44009
5641.694,4.42107,0.06761089,-0.047201484,0.21366
4030.6267,0.71657574,0.27867296,0.33474296,-0.68713
3920.9248,1.4478002,0.0617747,0.051762015,0.26316
6068.722,3.7350626,0.110177696,-0.124106705,0.0035827002
4076.9202,1.1868272,0.13198099,0.092142984,-0.33468
4310.3823,4.641952,0.12230295,0.10598853,-0.50388
3395.3018,-0.092879176,0.10383499,0.22081298,-0.64864
5616.036,4.228865,0.1233029,0.19895852,-0.11809
3880.3086,0.9320761,0.347233,0.382513,-0.77382
3879.4968,0.8626656,0.32224298,0.360263,-0.90352
4625.603,2.4590323,0.097996,0.091695994,-0.17162
5523.3447,4.484129,0.14842589,0.046974503,-0.037256
4425.4854,2.1973119,0.28084302,0.31696302,-0.32681
5635.618,4.486917,0.026489884,0.021650493,-0.15537
4702.4307,2.914137,0.103190996,0.12815401,0.056451
5526.9263,4.3196282,0.0372739,0.05295351,0.16487
5618.3047,4.1982327,0.06600788,-0.035411507,0.16446
5862.222,4.0899067,0.10546088,-0.043201506,0.27122
4880.2534,2.4729495,-0.0011689961,0.108059004,-0.24497
4779.0264,2.5563807,0.15673198,0.12133598,-0.39942
4856.0073,3.3075156,0.15959501,0.226425,-0.073797
4653.8003,2.285742,0.197433,0.139577,-0.41913
4720.285,2.9966676,0.17538399,0.24236402,0.017559
4814.6035,2.541081,0.032679,0.017645,-0.036147
5708.377,4.4886255,-0.19909707,0.047870487,-0.40916
4014.0388,1.2461727,0.128643,0.13878301,-0.2926
4430.5923,2.301477,0.07475671,0.06772122,0.28333
3599.3145,0.2398039,-0.119916975,-0.0068549514,-0.87641
5768.922,4.4629507,0.14428289,0.028184503,-0.13001
5188.086,4.4783106,0.3474729,0.014045492,-0.25258
5594.4478,4.1849217,0.12618089,0.1372635,0.052075
4717.457,2.4066064,0.137692,0.113074005,-0.28503
4283.973,4.586883,-0.049500097,-0.0408135,0.099749
3571.5142,0.84847564,0.05957309,0.0044680014,0.11344
4694.6807,2.3380954,0.14535299,0.112541,-0.12536
4279.0825,1.8833282,0.0589592,0.065331504,0.01784
5964.5815,3.7303262,-0.07993111,-0.047954492,0.011651
5296.2915,4.5321274,-0.0265881,-0.014766498,0.021087
3590.1987,0.6853878,0.107805,0.0817398,-0.11372
4769.1636,3.0807414,0.044432,0.06841293,0.11125
3763.0862,0.8645107,0.32903302,0.309463,-0.48491
5901.2935,4.224925,0.1462729,0.006787505,0.052607
4333.366,2.0141711,0.05787699,0.014094003,0.093062
3980.9575,0.97018236,0.12073499,0.10995397,-0.56112
3516.234,0.7354254,0.08372401,0.033028007,0.034988
4367.0107,1.4370277,0.343073,0.338133,-0.82148
4740.3213,2.5427768,0.039241698,-0.00045329705,-0.0074129
4286.432,1.7407687,0.119017005,0.091606006,-0.1848
4862.377,2.4328673,0.038069993,0.040053993,-0.16137
4590.0005,1.8435044,0.35984305,0.33545303,-0.7225
4109.4478,1.2446258,0.13523698,0.13997597,-0.59386
3988.5303,1.5224562,0.064657986,0.040234998,0.20971
4190.8613,1.4181676,0.15106201,0.15492404,-0.45041
5661.1562,4.3789434,0.12679291,0.088358514,-0.19594
4860.183,2.4032543,0.28618303,0.28177303,-0.31604
5811.0283,4.237053,0.0059060007,0.033371508,0.12163
4019.6611,1.4686513,0.1057233,0.0760432,-0.013471001
4198.316,1.8760831,0.11721398,0.10624601,0.23719
5048.4473,3.1827166,0.073375,0.085976005,-0.15474
4452.9116,1.7948039,0.09227303,0.091737,-0.38714
4232.8984,1.4886131,0.079237,0.07145959,-0.27023
5558.443,4.315318,0.024427906,0.023369506,0.2233
4712.074,2.7817838,0.034878984,0.04702498,0.165
4610.437,4.600858,-0.014945099,-0.0513495,0.02414
4954.7285,2.4518502,0.43389305,0.32619306,-0.63467
3725.6917,0.6122649,0.24509302,0.27323303,-0.55914
4852.0664,2.8509426,0.10278301,0.11200002,-0.25218
4110.091,1.48386,0.0582827,0.035849005,-0.090821
4696.183,2.623173,0.301023,0.273223,-0.32939
3628.1028,0.53455186,0.17367801,0.195723,-0.19266
4177.3335,1.2196248,0.32775307,0.349483,-0.89705
3504.5745,4.663449,,,
4852.246,2.8263748,0.04895699,0.043672994,-0.16711
4117.993,1.3671768,0.052897006,0.037139013,-0.18062
4721.839,2.1970847,0.120562986,0.0710938,-0.30074
4815.0073,2.4162526,0.079126,0.118468,-0.20429
4869.116,4.5996494,0.19099289,0.2279885,-0.46917
4757.705,3.1256495,0.104082,0.16565599,0.085169
3457.1326,0.44598252,0.107852,0.0766633,-0.08619
4853.3325,2.5420902,0.0018260032,0.01741901,-0.14292
4557.173,2.3810406,0.05350219,0.036829192,-0.010067
5403.682,4.029115,0.15725799,0.19787301,-0.17171
3725.1501,0.6542506,0.17722201,0.17622802,-0.33813
4746.787,3.0661855,0.012369998,0.034499995,0.12359
4465.9053,1.7165608,0.344513,0.341873,-0.65549
4501.353,2.3475626,0.04831001,0.046445996,0.33859
3612.436,0.65441585,0.30135304,0.28544304,-0.68616
4490.8755,2.1617649,0.030176997,0.030291997,0.078143
4922.6494,2.399673,0.150495,0.16074601,-0.40927
4658.2925,2.3475006,0.157861,0.14692599,-0.028653
4425.3047,2.4473894,0.049861997,0.045610994,0.30677
4623.5435,2.272656,0.187843,0.174313,-0.12538
5110.1177,3.5708244,0.087283,0.11621401,-0.23665
4902.194,2.7126515,0.14758497,0.11559898,-0.43723
4788.817,2.592119,0.35437304,0.29905304,-0.60122
5038.3813,4.537603,0.1708599,-0.047584496,-0.075
5842.428,4.2112546,0.069388896,0.009598505,0.026963
4591.799,2.5925605,0.19347301,0.213613,-0.12262
4705.797,2.4076402,0.21662301,0.21118301,-0.19468
5253.14,4.527608,0.061566897,0.047681503,-0.03754
3760.4912,0.6026864,0.13851899,0.16669801,-0.64933
5020.188,2.4344888,0.44321302,0.333643,-0.73569
4385.8096,1.9595888,0.017861998,-0.022875002,0.016708
5107.3745,2.7458713,-0.030587018,0.0064859986,-0.15063
4838.074,2.5613625,0.005318001,0.005644001,-0.088132
4068.052,1.3917711,0.332253,0.331053,-0.37335
5812.598,4.3388734,0.18050289,0.041355498,-0.12031
5681.5537,4.2484117,0.2352529,0.2597985,-0.33465
4926.331,2.4519148,0.21167299,0.174503,-0.42977
3997.137,1.2536728,0.11305499,0.109496,-0.27714
3465.828,0.65267885,0.0862079,0.047689,0.07726
6063.9307,4.206776,0.040374897,-0.0056294966,-0.019568
4971.9556,3.4136024,0.37117305,0.35985303,-0.62177
5373.4634,4.513371,0.0585489,0.0902985,-0.076002
3957.1406,1.3744822,0.089944996,0.0659245,-0.052006
3795.8774,0.7209354,0.22207296,0.29386297,-0.70798
4636.6094,2.5294912,0.15817201,0.166674,-0.17594
6376.6274,4.194562,0.1595329,0.039940506,-0.1698
4092.8057,1.3851652,0.315023,0.319043,-0.45696
4014.6133,1.5667942,0.07252997,0.037977993,0.16979
4808.5303,2.1984704,0.414143,0.293223,-0.56342
4723.6104,2.4844403,0.020289004,0.028895006,0.078447
3743.752,1.0763645,0.071177095,0.008894995,0.12909
4510.9243,1.783716,0.355303,0.304563,-0.62088
4794.9023,1.874923,0.30059305,0.102540046,-0.57208
3806.0693,0.866232,0.306683,0.282943,-0.593
4488.045,2.2382255,0.19546303,0.208963,-0.27042
4489.659,1.7759824,0.202423,0.16541302,-0.44027
5385.882,4.10693,0.28474298,0.293933,-0.386
5547.4424,4.403994,0.12957892,0.1422045,0.052575
4483.2056,4.572175,0.0346825,0.011311106,-0.0097086
4314.0063,1.5832853,0.119717985,0.127677,-0.4455
4188.8994,2.112128,0.056337,0.053785026,0.37583
4262.26,1.7981753,0.045649,0.024952002,0.056929
4008.1008,1.2413802,0.312473,0.290133,-0.46152
4594.3267,2.5619633,0.16256,0.155675,-0.069766
5912.216,3.9746091,0.16941288,-0.0035365075,-0.14523
5726.541,4.3589296,0.12535292,0.09509054,-0.2614
4179.6724,1.3684843,0.246063,0.26352298,-0.65002
4121.852,1.665307,0.16878499,0.17377199,0.014872
4929.959,2.571444,-0.07171801,0.005171001,-0.071806
5560.691,4.463199,0.1149229,0.06995021,-0.14134
5794.8623,3.5932238,0.1593799,-0.0047414973,-0.042565
6211.133,4.186989,0.0994259,-0.083115496,0.030195
5606.842,4.007536,0.031266898,-0.007186502,0.23071
4991.6753,2.45321,0.46995306,0.320423,-1.7858
4955.688,3.1892767,0.0593829,0.014699999,0.025518
4104.36,1.8473012,0.055684,0.030936003,0.33722
3903.8938,1.0448859,0.35206297,0.36965296,-0.58589
4929.713,2.431246,0.17289299,0.09215599,-0.39413
5251.0537,4.5544925,0.08532289,0.1081295,-0.27659
4624.2236,2.2192044,0.384033,0.372593,-0.72994
4597.712,1.9809761,0.15649,0.115289,-0.43419
4794.8677,2.9854262,0.024926007,0.042116,0.173
4875.1294,2.4307477,0.38307303,0.31677303,-0.43119
4681.0356,1.5970507,0.313653,0.16736305,-0.99772
3630.9744,0.80861616,0.31408298,0.217963,-0.25921
4801.631,3.004753,0.0666284,0.076442,-0.02569
4598.023,2.4924731,0.043353997,0.050625004,-0.030838
4669.6704,2.634967,-0.0009649992,0.029237002,0.076197
4806.644,2.8160462,0.374383,0.37168297,-0.56303
3863.6099,0.8811622,0.11992398,0.09317699,-0.48428
3507.0317,0.6342482,0.31071296,0.26882297,-0.77348
5928.154,3.8115811,0.19887291,0.04902953,-0.37869
4683.071,2.6392612,0.084438995,0.116335995,-0.18469
3675.137,0.8302124,0.336133,0.29100302,-0.31668
4830.372,2.5257523,0.266343,0.158708,-0.5445
4953.9175,2.6697874,0.0723707,-0.008711994,-0.16064
4762.31,2.6008213,0.051483,0.008571006,-0.10379
4908.484,2.4101813,0.15497899,0.09288201,-0.37128
4629.08,2.8847063,0.028613,0.0122190025,-0.029512
5183.112,4.5260377,0.0281719,0.0542336,0.057022
4752.8745,2.513881,0.44225302,0.344453,-0.70691
3771.2646,0.7127186,0.197603,0.231413,-0.38055
4778.0874,4.533543,-0.006069109,0.044201493,0.24434
4138.5693,4.621263,-0.054285094,-0.17413752,-0.085584
4078.2556,1.214042,0.29676294,0.31080294,-0.64587
4372.583,1.9632995,0.08554037,0.07276187,7.9631805e-05
4556.212,2.282167,0.003771998,-0.022492997,0.062156
5865.137,4.280705,0.2034629,0.2294985,-0.21832
5008.384,2.6248646,-0.0514843,-0.023184294,-0.016598
4316.322,1.7118185,0.24340302,0.24832302,-0.32732
3977.4697,1.5833492,0.055186808,0.039889008,0.29869
5655.911,3.7567146,0.019632906,0.004436493,0.17521
4234.812,1.4712069,0.174663,0.164303,-0.49118
3981.2373,1.3326893,0.090992,0.060012005,-0.11386
4993.459,2.3625782,0.24718297,0.14420995,-0.60194
3625.9062,0.7089769,0.33290297,0.34528294,-0.63486
4695.3105,2.7352135,0.081571,0.095815,-0.051295
5233.2993,3.9337559,0.36170304,0.30197304,-0.56146
4023.2122,1.2700319,0.345983,0.351863,-0.47215
4883.468,2.5126495,0.10679698,0.10391298,-0.25484
4668.969,2.4208145,0.04309199,0.08331699,0.11388
4967.259,3.0111976,0.11812401,0.08969802,-0.25444
4306.733,1.7876132,0.269053,0.27612302,-0.41569
4780.622,4.5605974,0.017755903,0.036888503,0.04982
4677.774,1.6366878,0.540463,0.36710298,-1.3149
4661.8154,2.4526923,0.37175304,0.34144303,-0.57751
4929.687,2.452498,0.350403,0.286853,-0.49851
4641.5073,2.370223,0.031552,0.044253007,0.07582
5127.715,3.1876163,-0.009254999,-0.037929,-0.073702
4071.4578,1.3637407,0.217453,0.23354301,-0.22066
5749.2803,4.1532407,-0.0722055,-0.016517894,-0.0093746
4890.5117,3.7360542,0.22966298,0.306643,-0.19586
4256.835,1.7545896,0.088085994,0.055822,-0.1252
5232.1772,4.5207367,0.0834884,-0.055165995,-0.0043788
4605.7485,2.3929315,0.06401637,0.057494,-0.16253
4932.991,3.2006798,0.101393,0.140756,-0.23444
4148.229,1.5519471,0.12707199,0.12072499,-0.24462
4111.8726,0.6685785,0.15535784,0.0012968779,-1.5593
